sponsor,xml,title,summary,start_year,start_month,phase,conditions,enrollment,status,meshes,condition_final
Novartis,NCT03647488.xml,Phase II Multicenter Randomized Two-arm Study of Capmatinib and Spartalizumab Combination Therapy vs Docetaxel in Pretreated Adult Patients With EGFR Wild-type ALK Rearrangement Negative Advanced/Metastatic Non-small Cell Lung Cancer,"This is a clinical research study and the purpose of the study is to learn whether the combination of the drugs capmatinib plus spartalizumab helps to control lung cancer better compared to a single agent chemotherapy (docetaxel) and whether it is safe when given to patients with NSCLC. Capmatinib is an oral drug that is called a \""targeted\"" medicine: this means it targets particular processes, which may not be working properly in the cancer cells in your body (called dysregulation) and which may be causing your disease. Spartalizumab is an antibody (a kind of protein that binds to a specific \""target\"" protein). By blocking its \""target\"" protein, called PD-1, spartalizumab may increase the activity of a certain type of cells in your immune system, which may reduce the growth of your tumor. Docetaxel is a standard chemotherapy medicine commonly used to treat your type of lung cancer. This standard, anti-cancer medicine is a cytotoxic chemotherapy that is being compared with capmatinib and spartalizumab. The reason for this study is to find out which of these two treatments (combination of capmatinib plus spartalizumab OR docetaxel alone) helps to control lung cancer better.",2018,11,Phase 2,"['Carcinoma, Non-Small-Cell Lung']",105,Not yet recruiting,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']","Carcinoma, Non-Small-Cell Lung"
Novartis,NCT03671330.xml,"Phase II Randomized, Double-blind, Placebo-controlled Study of LEE011(Ribociclib) or Placebo in Combination With Endocrine Therapy for the Treatment of Pre- and Postmenopausal Chinese Women With HR Positive, HER2-negative, Advanced Breast Cancer, Including a Subset With Pharmacokinetic Analysis.","This is a Phase II randomized, double-blind, placebo-controlled study involving premenopausal and postmenopausal Chinese women plus an open-label single arm of pharmacokinetic cohort of LEE011 in combination with Letrozole in Chinese postmenopausal women with HR+, HER2- negative advanced breast cancer. Three cohorts of patients will be enrolled: PK cohort, premenopausal cohort, and postmenopausal cohort.",2018,8,Phase 2,['Breast Cancer'],315,Recruiting,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT03696771.xml,"A Phase I, Multicenter, Open-label Dose Finding Study of NJH395, Administered Intravenously in Patients With Non-breast HER2+ Advanced Malignancies",A first-in-human study using NJH395 in non-breast HER2-positive advanced malignancies,2018,12,Phase 1,['NON-breast HER2+ Malignancies'],42,Not yet recruiting,['Neoplasms'],Neoplasms
Novartis,NCT03701334.xml,"A Phase III Multi-center, Randomized, Open-label Trial to Evaluate Efficacy and Safety of Ribociclib With Endocrine Therapy as an Adjuvant Treatment in Patients With Hormone Receptor-positive, HER2-negartive Early Breast Cancer (New Adjuvant TriAl With Ribociclib [LEE011]: NATALEE)","A phase III multi-center, randomized, open-label trial to evaluate efficacy and safety of ribociclib with endocrine therapy as adjuvant treatment in patients with HR+/HER2- Early Breast Cancer",2018,12,Phase 3,['Early Breast Cancer'],4000,Not yet recruiting,['Breast Neoplasms'],Breast Neoplasms
Novartis,NCT03742349.xml,"A Phase Ib, Multicenter, Open-label Dose Escalation and Expansion Platform Study of Select Immunotherapy Combinations in Adult Patients With Triple-negative Breast Cancer","This is a Phase Ib, open label, dose escalation study of spartalizumab + LAG525 in combination with NIR178, capmatinib, MCS110, or canakinumab, followed by a dose expansion in adult patients with advanced or metastatic TNBC. During the dose-escalation part of each treatment arm, patients will be treated with fixed doses of spartalizumab + LAG525 in combination with partner investigational drugs to be escalated until the MTD is reached or a lower RDE is established: NIR178, capmatinib, MCS110, or canakinumab. It is anticipated that other partner study drugs may be added in the future by protocol amendment. After the determination of the MTD/RDE for a particular treatment arm, dose expansion may begin in that arm in order to further assess safety, tolerability, PK/PD, and anti-tumor activity of each combination at the MTD/RDE. Dose expansion arms may initiate only after consideration by the Investigators and Novartis of all available toxicity information, the assessment of risk to future patients from the BLRM, and the available PK, preliminary efficacy, and PD information. There is no requirement for dose-escalation treatment arms reaching an MTD/RDE to proceed to dose expansion.",2018,12,Phase 1,['Triple Negative Breast Cancer (TNBC)'],220,Not yet recruiting,"['Breast Neoplasms', 'Triple Negative Breast Neoplasms']",Breast Neoplasms
Merck,NCT00759109.xml,Long-term Pegylated Alfa-2b Interferon Therapy of Patients With Hepatitis C-related Cirrhosis and High Liver Cell Proliferation: a Multicenter Study of Hepatocellular Carcinoma Prevention in Patients Non-responders to Combined Therapy With Alpha Interferon + Ribavirin or Peginterferon Alpha + Ribavirin or to Interferon Monotherapy,"This study aims to compare the role of peginterferon α-2b (50 μg/week) vs. control (no treatment) in the prevention of hepatocellular carcinoma, in adult patients with cirrhosis and initial signs of portal hypertension who did not respond to previous combined therapy with interferon alfa + ribavirin or peginterferon alfa + ribavirin or to interferon alfa monotherapy and with a high proliferation rate before entering the study. The duration of treatment will be 3 years, and the follow-up period will be 2 years.",2002,3,Phase 3,"['Carcinoma, Hepatocellular']",150,Completed,"['Carcinoma', 'Hepatitis C', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Merck,NCT03713593.xml,"Phase 3 Multicenter, Randomized, Double-blinded, Active-controlled, Clinical Study to Evaluate the Safety and Efficacy of Lenvatinib (E7080/MK-7902) in Combination With Pembrolizumab (MK-3475) Versus Lenvatinib in First-line Therapy of Participants With Advanced Hepatocellular Carcinoma (LEAP-002)",The purpose of this study is to evaluate the safety and efficacy of lenvatinib (E7080/MK-7902) in combination with pembrolizumab (MK-3745) versus lenvatinib in combination with placebo as first-line therapy for the treatment of advanced hepatocellular carcinoma in adult participants. The primary hypotheses of this study are that lenvatinib plus pembrolizumab is superior to lenvatinib plus placebo with respect to progression-free survival (PFS) and overall survival (OS).,2018,12,Phase 3,"['Carcinoma, Hepatocellular']",750,Not yet recruiting,"['Carcinoma', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Merck,NCT02555657.xml,A Randomized Open-Label Phase III Study of Single Agent Pembrolizumab Versus Single Agent Chemotherapy Per Physician's Choice for Metastatic Triple Negative Breast Cancer (mTNBC) - (KEYNOTE-119),"In this study, participants with metastatic triple negative breast cancer (mTNBC) will be randomly assigned to receive either single agent pembrolizumab or single agent chemotherapy chosen by the treating physician (TPC) in accordance with local regulations and guidelines, consisting of either capecitabine, eribulin, gemcitabine, or vinorelbine. The primary study hypothesis is that pembrolizumab extends progression free and/or overall survival compared to TPC",2015,10,Phase 3,['Metastatic Triple Negative Breast Cancer'],600,"Active, not recruiting","['Breast Neoplasms', 'Triple Negative Breast Neoplasms']",Breast Neoplasms
Merck,NCT03284424.xml,"A Phase 2, Open-Label, Single Arm Study to Evaluate the Safety and Efficacy of Pembrolizumab in Participants With Recurrent or Metastatic Cutaneous Squamous Cell Carcinoma (R/M cSCC)",The purpose of this study is to evaluate the safety and efficacy of pembrolizumab (MK-3475) in adult participants with recurrent or metastatic(R/M) cutaneous Squamous Cell Carcinoma (cSCC) or locally advanced (LA) unresectable cSCC that is not amenable to surgery and/or radiation and/or systemic therapies.,2017,10,Phase 2,['Squamous Cell Carcinoma'],150,Recruiting,"['Carcinoma', 'Carcinoma, Squamous Cell']","Carcinoma, Squamous Cell"
Merck,NCT00732810.xml,A Randomized Phase 2 Study of SCH 727965 in Subjects With Advanced Breast and Non Small Cell Lung (NSCLC) Cancers,To determine the activity of SCH 727965 in participants with breast cancer and in participants with nonsmall-cell lung cancer (NSCLC) compared to standard treatment. The standard treatment used is capecitabine for breast cancer and erlotinib for NSCLC. The study will also determine the activity of SCH 727965 treatment in participants who experience cancer progression after standard treatment.,2008,7,Phase 2,"['Breast Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",97,Completed,"['Breast Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Breast Neoplasms
Merck,NCT00424775.xml,A Phase I Study of Carboplatin + Paclitaxel and MK0683 in Patients With Chemotherapy-naive Non-Small Cell Lung Cancer (NSCLC),"The clinical study will evaluate safety, tolerability and Pharmacokinetics of MK0683 in combination with carboplatin and paclitaxel in chemotherapy-naive NSCLC patients.",2007,1,Phase 1,['Neoplasms'],3,Terminated,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Merck,NCT00002960.xml,A Phase I Study in Patients With Peritoneal Carcinomatosis Using SCH 58500 (rAd/p53) Administered by Single Intraperitoneal Instillation,"RATIONALE: Giving the p53 gene for ovarian, fallopian tube, or peritoneal cancer may inhibit tumor growth. Giving the gene directly into the peritoneum may kill more cancer cells. PURPOSE: Phase I trial to study the effectiveness of SCH-58500 in treating patients who have recurrent or persistent primary ovarian, fallopian tube, or peritoneal cancer.",1999,6,Phase 1,"['Fallopian Tube Cancer', 'Metastatic Cancer', 'Ovarian Cancer', 'Primary Peritoneal Cavity Cancer']",59,Completed,"['Fallopian Tube Neoplasms', 'Neoplasm Metastasis', 'Peritoneal Neoplasms']",Peritoneal Neoplasms
Merck,NCT01704287.xml,"Randomized, Phase II Study of Pembrolizumab (MK-3475) Versus Chemotherapy in Patients With Advanced Melanoma (KEYNOTE 002)","This study is being done to compare survival using pembrolizumab (SCH 900475, MK-3475) or standard chemotherapy for participants with advanced melanoma (MEL) who have progressed after prior therapy. Participants were initially randomized to receive either low dose pembrolizumab, higher dose pembrolizumab or Investigator-choice chemotherapy (ICC). The randomization to either pembrolizumab or Investigator choice chemotherapy was conducted in an open-label fashion. The pembrolizumab dose was initially blinded to Investigators and participants until Amendment 03. With Amendment 03, all ongoing pembrolizumab participants will be treated with open-label, fixed dose pembrolizumab 200 mg every 3 weeks (Q3W), instead of weight-based dosing of pembrolizumab. The four standard chemotherapy choices were carboplatin + paclitaxel, paclitaxel alone, dacarbazine, or temozolomide. Participants on standard chemotherapy who experienced disease progression may have been eligible to crossover to treatment with pembrolizumab provided they met protocol-specified requirements for crossover. With Amendment 03, all crossover participants will be treated with open-label, fixed dose pembrolizumab 200 mg Q3W instead of weight-based dosing of pembrolizumab.",2012,11,Phase 2,['Malignant Melanoma'],540,"Active, not recruiting",['Melanoma'],Melanoma
Merck,NCT00251589.xml,A Phase I/II Clinical Trial of Oral Vorinostat (MK0683) in Combination With Erlotinib in Patients With Relapsed/Refractory Non-Small-Cell Lung Cancer,"The reason for this study will be to find the safest maximum tolerated dose of oral vorinostat in combination with erlotinib [Tarceva (TM)] that can be given to patients with lung cancer who have relapsed or failed other therapy for the disease. Once the safest maximum tolerated dose of vorinostat is determined, patients enrolled in the clinical trial will continue vorinostat and erlotinib for up to 8 months. Safety and effectiveness will also be evaluated.",2006,1,Phase 1/Phase 2,"['Carcinoma, Non-Small-Cell Lung']",23,Terminated,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']","Carcinoma, Non-Small-Cell Lung"
Merck,NCT02180061.xml,Phase Ib Study of MK-3475 in Subjects With Advanced Melanoma,"This study will assess the safety, tolerability, and efficacy of every-3-week dosing (Q3W) of pembrolizumab (MK-3475) in participants with advanced melanoma; participants may receive pembrolizumab for up to 2 years if deriving clinical benefit. The primary study hypothesis is that treatment with single agent pembrolizumab will result in a clinically meaningful overall response rate.",2014,7,Phase 1,['Melanoma'],42,Completed,['Melanoma'],Melanoma
Merck,NCT00536588.xml,A Phase 1 Study of the Safety and Tolerability of Intravesical Administration of SCH 721015 in Patients With Transitional Cell Carcinoma of the Bladder,The purpose of this first-in-human study is to determine the safety and tolerability of SCH 721015 in subjects with transitional cell carcinoma of the bladder.,2006,9,Phase 1,['Bladder Neoplasms'],17,Completed,"['Carcinoma, Transitional Cell', 'Urinary Bladder Neoplasms']",Urinary Bladder Neoplasms
Merck,NCT01668017.xml,"A Multicentre, Open Label, Phase I Trial in Japan of the MEK Inhibitor Pimasertib Given Orally to Subjects With Solid Tumors as Monotherapy","This is a two-part trial. \""Solid tumor\"" in this protocol means solid tumor excluding hepatocellular carcinoma (HCC). Part 1: Dose Escalation Phase in subjects with solid tumor (Cohort A) and HCC (Cohort B). The dose will be increased from 45 mg twice a day (BID) with 3+3 cohort method up to the recommended phase 2 dose (RP2D) of pimasertib established as single agent in the global studies for each arm independently. Part 2: The Maximum Tolerated Dose (MTD) defined in Part 1 will be confirmed in more subjects in Cohort A (N=18) and Cohort B (N=6) separately. Following the recommendation by the Safety Monitoring Committee, Cohort B was discontinued due to hepatocellular carcinoma (HCC) and there will be no further enrollment of subjects to this cohort. This decision is based upon review of safety and efficacy information.",2012,9,Phase 1,"['Advanced Solid Tumors', 'Hepatocellular Carcinoma']",26,Terminated,"['Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Merck,NCT01982955.xml,"A Phase Ib/II Multicenter, Randomized, Open Label Trial to Compare Tepotinib (MSC2156119J) Combined With Gefitinib Versus Chemotherapy as Second‑Line Treatment in Subjects With MET Positive, Locally Advanced or Metastatic Non‑Small Cell Lung Cancer (NSCLC) Harboring EGFR Mutation and Having Acquired Resistance to Prior EGFR-Tyrosine Kinase Inhibitor (EGFR‑TKI) Therapy","This is a multi-center, open-label, randomized, Phase 1b/2 trial to determine the recommended phase 2 dose (RP2D) and to evaluate the efficacy in terms of progression free survival (PFS) of Tepotinib when used in combination with gefitinib in subjects with T790M negative, MET positive locally advanced or metastatic non-small cell lung cancer (NSCLC) harboring epidermal growth factor receptor (EGFR) mutation and having acquired resistance to Prior EGFR-Tyrosine Kinase Inhibitor (EGFR-TKI) Therapy. This study has 2:1 randomization (Tepotinib/Gefitinib arm versus Chemotherapy arm).",2013,12,Phase 1/Phase 2,['Non-small Cell Lung Cancer'],70,"Active, not recruiting","['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Merck,NCT00215644.xml,"Randomized Phase II Open-Label Controlled Study of EMD 72000 (Matuzumab), in Combination With the Chemotherapy Regimen ECX or the Chemotherapy Regimen ECX Alone as First-line Treatment in Subjects With Metastatic Esophago-Gastric Adenocarcinoma","The purpose of this study is to compare the effectiveness and safety of experimental treatment matuzumab and ECX chemotherapy, with ECX chemotherapy. Participants invited to take part have metastatic cancer of the esophagus (gullet) or stomach.",2005,8,Phase 2,"['Esophageal Cancer', 'Gastric Cancer']",72,Completed,"['Stomach Neoplasms', 'Esophageal Neoplasms']",Esophageal Neoplasms
Merck,NCT00095017.xml,"A 4 Week Randomized, Placebo-Controlled, Parallel Group, Double-Blind Pilot Study to Assess the Safety and Efficacy of Etoricoxib 90 mg Versus Placebo in the Treatment of Cancer Pain",The purpose of this study is to compare the effectiveness of an investigational drug versus placebo in the treatment of metastatic bone cancer pain in patients diagnosed with breast or prostate cancer and a bone neoplasm. Patients in the study will be taking opioids to treat moderate to severe pain for their bone metastases and will remain on their opioids during the entire course of the study.,2004,11,Phase 2,['Bone Neoplasms'],0,Withdrawn,"['Cancer Pain', 'Bone Neoplasms']",Bone Neoplasms
Merck,NCT00739830.xml,A Randomized Phase II Trial of Ridaforolimus (AP23573; MK-8669) Compared to Progestin or Chemotherapy in Female Adult Patients With Advanced Endometrial Carcinoma,"The purpose of this study is to compare progression-free survival (PFS) of patients with advanced, recurrent or metastatic endometrial cancer who have received one, but not more than two, prior lines of chemotherapy either as adjuvant therapy or treatment for advanced disease, and then when treated with ridaforolimus or the investigators' choice of progestin or chemotherapy.",2008,8,Phase 2,['Endometrial Cancer'],130,Completed,['Endometrial Neoplasms'],Endometrial Neoplasms
Merck,NCT03515824.xml,A Phase 1 Study of MK-1697 in Participants With Advanced Solid Tumors,The purpose of this study is to evaluate the safety and preliminary efficacy of MK-1697. There are 2 parts in this study: dose escalation to determine the recommended phase 2 dose (RP2D) and confirm the RP2D (Part A) and cohort expansion to determine preliminary efficacy in participants with colorectal cancer (CRC) or head and neck squamous cell cancer (HNSCC) (Part B).,2018,8,Phase 1,"['Neoplasms', 'Colorectal Neoplasms', 'Head and Neck Neoplasms']",122,Recruiting,"['Neoplasms', 'Colorectal Neoplasms', 'Head and Neck Neoplasms']",Neoplasms
Merck,NCT00423150.xml,A Phase 2 Study of Temozolomide (SCH 52365) in Subjects With Advanced Aerodigestive Tract Cancers Selected for Methylation of O6-Methyl-Guanine-DNA Methyltransferase (MGMT) Promoter,"This study is proposed to evaluate the efficacy and safety of temozolomide, an oral anti-cancer agent, in a participant population selected for a biomarker. Participants with colorectal cancer, non-small-cell lung cancer, head and neck cancer, or esophageal cancer will be included.",2007,1,Phase 2,"['Colorectal Neoplasm', 'Head and Neck Neoplasm', 'Carcinoma, Non-Small-Cell Lung', 'Esophageal Neoplasm']",86,Terminated,"['Neoplasms', 'Carcinoma, Non-Small-Cell Lung', 'Colorectal Neoplasms', 'Head and Neck Neoplasms', 'Esophageal Neoplasms']","Carcinoma, Non-Small-Cell Lung"
Merck,NCT00081510.xml,A Randomized Double-Blind Phase-2 Study of Anastrozole Plus Lonafarnib (SCH 66336) or Anastrozole Plus Placebo for the Treatment of Subjects With Advanced Breast Cancer,"Primary Objective(s): - To compare the activity (progression-free survival [PFS]) of anastrozole in combination with lonafarnib to that of anastrozole in combination with placebo in subjects with hormone-sensitive ADVANCED breast cancer. Secondary Objective(s): - To determine the effects of anastrozole in combination with lonafarnib on objective response, duration of response, overall survival, and safety in subjects with advanced breast cancer. To assess the exposure and pharmacokinetics of lonafarnib and anastrozole in the subject population.",2003,12,Phase 2,['Breast Cancer'],110,Completed,['Breast Neoplasms'],Breast Neoplasms
Merck,NCT03776136.xml,"A Multicenter, Open-label, Phase 2 Trial to Assess the Efficacy and Safety of Lenvatinib (E7080/MK-7902) in Combination With Pembrolizumab (MK-3475) in Participants With Advanced Melanoma Previously Exposed to an Anti-PD-1/L1 Agent (LEAP-004)",This study will evaluate the safety and efficacy of combination therapy of lenvatinib (E7080/MK-7902) and pembrolizumab following approximately 2 years of pembrolizumab therapy and approximately 2 years or more lenvatinib therapy in adult participants with unresectable or advanced melanoma who have been exposed to anti-PD-1/L1 agents approved for unresectable or metastatic melanoma. No statistical hypothesis will be tested in this study.,2019,1,Phase 2,['Advanced Melanoma'],100,Not yet recruiting,['Melanoma'],Melanoma
Merck,NCT02702401.xml,A Phase III Study of Pembrolizumab (MK-3475) vs. Best Supportive Care as Second-Line Therapy in Subjects With Previously Systemically Treated Advanced Hepatocellular Carcinoma (KEYNOTE-240),"This is a study of pembrolizumab (MK-3475) in participants with previously systemically treated advanced hepatocellular carcinoma (HCC). The primary objectives of this study are to determine 1) Progression-Free Survival (PFS) and 2) Overall Survival (OS) of pembrolizumab plus best supportive care (BSC) compared with placebo plus BSC. The primary hypotheses of this study are: 1) pembrolizumab plus BSC prolongs PFS per Response Evaluation Criteria in Solid Tumors (RECIST) v1.1, assessed by a blinded central imaging vendor compared to placebo plus BSC, and 2) pembrolizumab plus BSC improves OS compared with placebo plus BSC.",2016,5,Phase 3,['Hepatocellular Carcinoma'],408,"Active, not recruiting","['Carcinoma', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Merck,NCT03711032.xml,"A Phase 3, Randomized, Comparator-controlled Clinical Trial to Study the Efficacy and Safety of Pembrolizumab (MK-3475) in Combination With Bacillus Calmette-Guerin (BCG) in Participants With High-risk Non-muscle Invasive Bladder Cancer (HR NMIBC) That is Persistent or Recurrent Following BCG Induction (KEYNOTE-676)","This study is designed to assess the antitumor efficacy and safety of pembrolizumab in combination with BCG, compared to BCG monotherapy, in participants with HR NMIBC that is persistent or recurrent following adequate BCG induction. The primary hypothesis is that the combination of pembrolizumab plus BCG has a superior complete response rate (CRR) as assessed by central pathology review compared to BCG in participants with carcinoma in situ (CIS).",2018,12,Phase 3,['High-risk Non-muscle Invasive Bladder Cancer'],550,Recruiting,['Urinary Bladder Neoplasms'],Urinary Bladder Neoplasms
Merck,NCT02622074.xml,A Phase 1b Study to Evaluate Safety and Clinical Activity of Pembrolizumab (MK-3475) in Combination With Chemotherapy as Neoadjuvant Treatment for Triple Negative Breast Cancer (TNBC) - (KEYNOTE 173),"The purpose of this study is to evaluate the safety, tolerability and clinical activity of pembrolizumab (MK-3475) in combination with six chemotherapy regimens as neoadjuvant treatment for participants with triple negative breast cancer (TNBC). The primary objectives of this study are: 1) to determine the safety and tolerability and 2) to establish a recommended Phase 2 dose for the six combination regimens as a neoadjuvant treatments for participants with TNBC.",2016,1,Phase 1,['Triple Negative Breast Neoplasms'],60,"Active, not recruiting","['Breast Neoplasms', 'Triple Negative Breast Neoplasms']",Triple Negative Breast Neoplasms
Merck,NCT03066778.xml,"A Phase 3 Randomized, Double-Blind, Placebo-controlled Trial of Pembrolizumab (MK-3475/SCH900475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for the First-line Treatment of Subjects With Extensive Stage Small Cell Lung Cancer (KEYNOTE-604)","The purpose of this study is to assess the safety and efficacy of pembrolizumab plus standard of care (SOC) chemotherapy (etoposide/platinum [EP]) in participants with newly diagnosed extensive stage small cell lung cancer (ES-SCLC) who have not previously received systemic therapy for this malignancy. The primary study hypotheses are that pembrolizumab+EP prolongs Progression-free Survival (PFS) per Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1 by blinded independent central review (BICR) and Overall Survival (OS) compared with placebo+EP in adult participants with ES-SCLC. In this study, RECIST 1.1 has been modified to follow a maximum of 10 target lesions and a maximum of 5 target lesions per organ.",2017,5,Phase 3,"['Small Cell Lung Cancer', 'SCLC']",453,"Active, not recruiting","['Lung Neoplasms', 'Small Cell Lung Carcinoma']",Lung Neoplasms
Merck,NCT01636960.xml,"An Open-Label, Single-arm, Multicenter Phase I Study of SCH 54031 (Pegylated Interferon Alfa-2b) as an Adjuvant Treatment in Japanese Patients With Malignant Melanoma (Protocol No. MK-4031 370 Also Known as SCH 54031, P08556)",This is a study to evaluate the safety and tolerability of peginterferon alfa-2b (PegIFN alfa-2b) as adjuvant treatment in Japanese participants with malignant melanoma after definitive surgical resection including complete lymphadenectomy. Participants on this study will initially receive PegIFN alfa-2b for 8 weeks (Induction Phase) and then may continue to receive PegIFN alfa-2b (Maintenance Phase) as long as they are experiencing clinical benefit (Up to 252 weeks). The primary hypothesis is that peginterferon alfa-2b administered on a weekly basis is safe and tolerated.,2012,12,Phase 1,['Malignant Melanoma'],9,Terminated,['Melanoma'],Melanoma
Merck,NCT01840579.xml,A Phase I Study of MK-3475 Alone in Subjects With Advanced Solid Tumors and in Combination With Platinum-Doublet Chemotherapy or Immunotherapy in Subjects With Advanced Non-Small Cell Lung Cancer/Extensive-Disease Small Cell Lung Cancer.,"This study using pembrolizumab (MK-3475) will be done in 5 parts. In Part A, successive participant cohorts with advanced solid tumors will receive pembrolizumab to assess the safety and tolerability of monotherapy. In Parts B, C, and D, participants with advanced non-small cell lung cancer (NSCLC) will receive pembrolizumab in combination with either cisplatin/pemetrexed or carboplatin/pemetrexed (Part B); with either carboplatin/paclitaxel or carboplatin/nab-paclitaxel (Part C); or with ipilimumab (Part D) by non-random assignment to assess the safety and tolerability of the combination therapy. In Part E, participants with untreated Extensive-disease (ED) Small Cell Lung Cancer (SCLC) will receive pembrolizumab in combination with either cisplatin/etoposide, carboplatin/etoposide, or cisplatin/etoposide with prophylactic use of granulocyte colony-stimulating factor (lasting G-CSF [pegfilgrastim]) by non-random assignment to assess the safety and tolerability of the combination therapy.",2013,4,Phase 1,"['Solid Tumor', 'Non-small Cell Lung Cancer', 'Small Cell Lung Cancer']",57,"Active, not recruiting","['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung', 'Small Cell Lung Carcinoma']",Lung Neoplasms
Merck,NCT00725374.xml,"A Exploratory, Double-blind, Randomized, Placebo-controlled Trial to Investigate the Tissue Specific Effects of 2.5 mg Tibolone on Breast Cancer in Postmenopausal Women, in Particular on Breast Tissue Proliferation.",The primary purpose of this study is to compare changes in the expression of the proliferation marker Ki-67 in malignant breast tissue after treatment with tibolone or placebo in postmenopausal women who need to undergo surgery for primary breast cancer,2002,12,Phase 3,['Breast Cancer'],102,Completed,['Breast Neoplasms'],Breast Neoplasms
Merck,NCT00157209.xml,"A Multicenter Phase IIb Randomised, Controlled Study of BLP25 Liposome Vaccine for Active Specific Immunotherapy of Non-Small Cell Lung Cancer","This is a prospective open label, controlled, randomized study to test the safety and efficacy of active specific immunotherapy with tecemotide (L-BLP25) for the treatment of subjects with Stage IIIB or Stage IV non-small cell lung cancer (NSCLC). To be eligible, subjects entering the trial will have to demonstrate either stable disease or a clinical response after first-line treatment (chemotherapy alone, or chemotherapy and radiotherapy) and have an Eastern Cooperative Oncology Group (ECOG) performance status of 0, 1 or 2. Following a 3 week washout period, subjects will be stratified by disease status (either Stage IIIB locoregional disease or Stage IIIB with malignant pleural effusion and Stage IV), and randomized to either best supportive care (BSC) plus tecemotide (L-BLP25) treatment or BSC alone.",2000,8,Phase 2,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",171,Completed,"['Carcinoma, Non-Small-Cell Lung', 'Lung Neoplasms']",Lung Neoplasms
Merck,NCT00003880.xml,A Phase II/III Trial of Chemotherapy Alone Versus Chemotherapy Plus SCH 58500 in Newly Diagnosed Stage III Ovarian and Primary Peritoneal Cancer Patients With Greater Than or Equal to 0.5 cm and Less Than or Equal to 2 cm Residual Disease Following Surgery,RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining chemotherapy with gene therapy using SCH-58500 may kill more tumor cells. PURPOSE: Randomized phase II/III trial to determine the effectiveness of paclitaxel plus carboplatin with or without SCH-58500 in treating patients who have newly diagnosed stage III ovarian or stage III primary peritoneal cancer with residual disease following surgery to remove the tumor.,1999,2,Phase 2/Phase 3,"['Ovarian Cancer', 'Primary Peritoneal Cavity Cancer']",132,Terminated,['Peritoneal Neoplasms'],Peritoneal Neoplasms
Merck,NCT03407170.xml,"An Open-Label, Phase II Study to Determine the Immunologic Correlates of Pembrolizumab-Mediated Tumor Regression in Subjects With Advanced Melanoma (KEYNOTE-161)","In this study, participants with advanced melanoma will be treated with pembrolizumab (MK-3475) and their tumors and blood will be analyzed for changes related to pembrolizumab therapy.",2018,6,Phase 2,['Advanced Melanoma'],60,Recruiting,['Melanoma'],Melanoma
Merck,NCT03040999.xml,A Randomized Phase III Study of Pembrolizumab Given Concomitantly With Chemoradiation and as Maintenance Therapy Versus Chemoradiation Alone in Subjects With Locally Advanced Head and Neck Squamous Cell Carcinoma (KEYNOTE-412),The purpose of this study is to determine the efficacy and safety of pembrolizumab given concomitantly with chemoradiation (CRT) and as maintenance therapy versus placebo plus CRT in participants with locally advanced head and neck squamous cell carcinoma (LA HNSCC). The primary hypothesis is that pembrolizumab in combination with CRT is superior to placebo in combination with CRT with respect to event-free survival (EFS) per Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1 by blinded independent central review (BICR).,2017,4,Phase 3,['Head and Neck Neoplasms'],780,Recruiting,"['Carcinoma', 'Carcinoma, Squamous Cell', 'Head and Neck Neoplasms']",Head and Neck Neoplasms
Merck,NCT02702414.xml,A Phase 2 Study of Pembrolizumab (MK-3475) as Monotherapy in Subjects With Advanced Hepatocellular Carcinoma (KEYNOTE-224),"This is a efficacy and safety study of pembrolizumab (MK-3475, KEYTRUDA®) as monotherapy in participants with hepatocellular carcinoma (HCC) in two cohorts: participants with advanced HCC and with no curative option after disease progression on sorafenib or intolerance of sorafenib (Cohort 1) or who had not received treatment for systemic disease (Cohort 2). Study participants may receive pembrolizumab once every 3 weeks for up to 35 initial cycles (up to approximately 2 years) and a potential additional 17 cycles in a re-treatment phase (approximately an additional 1 year of treatment) . The primary objective of this study is to determine the Objective Response Rate (ORR) of pembrolizumab given as monotherapy in participants with HCC.",2016,5,Phase 2,['Hepatocellular Carcinoma'],150,Recruiting,"['Carcinoma', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
